id	report_type	report_text	activity	hazard	barrier	barrier_status	barrier_failure	sif_potential	sif_level	life_saving_rule	source_type
SYN-06958	UNSAFE_CONDITION	Two riggers positioned themselves directly under a 2-ton suspended load at the warehouse mezzanine to adjust the sling angle instead of using tag lines.	Lifting	Suspended Load	Line of Fire	FAILED	bypassed	TRUE	MEDIUM	Line of Fire	SYNTHETIC
SYN-06959	UNSAFE_CONDITION	rigging inspection was skipped before lifting a one-ton load near the plant entrance; a worn shackle pin was later discovered.	Lifting	Suspended Load	Safe Mechanical Lifting	FAILED	not performed	TRUE	HIGH	Safe Mechanical Lifting	SYNTHETIC
SYN-06960	NEAR_MISS	a maintenance mechanic was seen using a phone while operating a forklift near the workshop, nearly striking a pedestrian at a blind corner. This has been flagged to the site HSE team.	Driving	Line of Fire	Line of Fire	FAILED	bypassed	TRUE	MEDIUM	Line of Fire	SYNTHETIC
SYN-06961	UNSAFE_CONDITION	Entry into the confined space at the site occurred with no atmospheric monitoring in place; a coworker noticed a maintenance mechanic climbing out gasping for air.	Confined Space Work	Toxic Atmosphere	Gas Testing	FAILED	not performed	TRUE	HIGH	Confined Space	SYNTHETIC
SYN-06962	UNSAFE_CONDITION	two riggers positioned themselves directly under a 1.5-ton suspended load at the parking structure to adjust the sling angle instead of using tag lines.	Lifting	Suspended Load	Line of Fire	FAILED	bypassed	TRUE	MEDIUM	Line of Fire	SYNTHETIC
SYN-06963	UNSAFE_CONDITION	Broken pallet jack wheel causing it to veer unexpectedly near the north tank farm, reported before further use. No injury occurred.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-06964	UNSAFE_CONDITION	a welder bypassed the machine guard interlock at the substation to clear a jam while the conveyor was still running.	Maintenance	Moving Machinery	Energy Isolation	FAILED	bypassed	TRUE	HIGH	Energy Isolation	SYNTHETIC
SYN-06965	UNSAFE_CONDITION	a maintenance mechanic began hot work on a fuel line at the water treatment area without a fire watch posted or gas testing near storage tanks.	Hot Work	Fire	Fire Watch	FAILED	not performed	TRUE	HIGH	Hot Work	SYNTHETIC
SYN-06966	UNSAFE_CONDITION	Two riggers positioned themselves directly under a one-ton suspended load at Dock 4 to adjust the sling angle instead of using tag lines.	Lifting	Suspended Load	Line of Fire	FAILED	bypassed	TRUE	MEDIUM	Line of Fire	SYNTHETIC
SYN-06967	UNSAFE_CONDITION	the crew lead reported a mild headache after working near an idling generator in a poorly ventilated shed at Building 12.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-06968	NEAR_MISS	an electrician performed lockout, tested for zero energy with a meter, then verified against a known live source before working on the panel at the east process area.	Electrical Work	Electrical Energy	Energy Isolation	EFFECTIVE		FALSE	LOW	Energy Isolation	SYNTHETIC
SYN-06969	UNSAFE_CONDITION	Printer paper jam at the east process area; a subcontractor crew cut a finger on the tray edge, minor first aid given. Work was stopped immediately.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-06970	UNSAFE_CONDITION	a subcontractor crew entered a vessel at Dock 4 to retrieve a tool without requesting gas testing or a permit, during day shift. Work was stopped immediately.	Confined Space Work	Toxic Atmosphere	Gas Testing	FAILED	not performed	TRUE	HIGH	Confined Space	SYNTHETIC
SYN-06971	UNSAFE_CONDITION	the crew lead reported a mild headache after working near an idling generator in a poorly ventilated shed at the tank farm.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-06972	UNSAFE_CONDITION	the crew lead was found working at 5 stories elevation without a harness clipped to any anchor point, right before break. No injury occurred.	Work at Height	Fall Hazard	Fall Protection	FAILED	not used	TRUE	HIGH	Working at Height	SYNTHETIC
SYN-06973	UNSAFE_CONDITION	a subcontractor crew worked on a panel believed de-energized at the plant entrance without testing with a meter first and received a minor shock touching the bus bar.	Electrical Work	Electrical Energy	Energy Isolation	FAILED	not verified	TRUE	HIGH	Energy Isolation	SYNTHETIC
SYN-06974	UNSAFE_CONDITION	two workers was using a fall arrest lanyard with a visibly worn stitch pattern while working at 6m near the admin block. No injury occurred.	Work at Height	Fall Hazard	Fall Protection	FAILED	expired	TRUE	MEDIUM	Working at Height	SYNTHETIC
SYN-06975	UNSAFE_CONDITION	inspection tag on the harness used by the crew lead at the compressor shed had expired three months ago and was still in service at 4m.	Work at Height	Fall Hazard	Fall Protection	FAILED	expired	TRUE	MEDIUM	Working at Height	SYNTHETIC
SYN-06976	UNSAFE_CONDITION	a loose bolt on the guardrail at the fabrication shop was identified by an electrician during a scheduled check.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-06977	UNSAFE_CONDITION	an operator racked in a breaker at Line 2 believing downstream equipment was isolated; no LOTO tags or locks had been applied by the previous crew.	Electrical Work	Electrical Energy	Energy Isolation	FAILED	not verified	TRUE	HIGH	Energy Isolation	SYNTHETIC
SYN-06978	UNSAFE_CONDITION	an operator was found working at 6m elevation without a harness clipped to any anchor point.	Work at Height	Fall Hazard	Fall Protection	FAILED	not used	TRUE	HIGH	Working at Height	SYNTHETIC
SYN-06979	UNSAFE_CONDITION	Poor ventilation near the utility yard while a generator idled led a shift worker to report feeling lightheaded briefly.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-06980	UNSAFE_CONDITION	Entry into the confined space at the utility yard occurred with no atmospheric monitoring in place; a coworker noticed a technician climbing out gasping for air.	Confined Space Work	Toxic Atmosphere	Gas Testing	FAILED	not performed	TRUE	HIGH	Confined Space	SYNTHETIC
SYN-06981	NEAR_MISS	Utility locate and x-ray scan were performed on the wall at the field office before drilling; a live conduit was identified and the drilling location adjusted.	Electrical Work	Electrical Energy	Energy Isolation	EFFECTIVE		FALSE	LOW	Energy Isolation	SYNTHETIC
SYN-06982	UNSAFE_CONDITION	A broken chair wheel at the south yard was reported by a rigger as an ergonomic nuisance.	Operations	Ergonomic		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-06983	UNSAFE_CONDITION	an excavation over 5ft deep at the machine shop had no shoring or trench box installed while an electrician worked inside cutting pipe.	Excavation	Engulfment	Shoring	FAILED	not performed	TRUE	HIGH	Line of Fire	SYNTHETIC
SYN-06984	UNSAFE_CONDITION	a supervisor worked on a panel believed de-energized at Line 2 without testing with a meter first and received a minor shock touching the bus bar.	Electrical Work	Electrical Energy	Energy Isolation	FAILED	not verified	TRUE	HIGH	Energy Isolation	SYNTHETIC
SYN-06985	NEAR_MISS	a rigger confirmed all locks and tags were in place on the breaker per the isolation list before racking equipment back in at the north tank farm.	Maintenance	Stored Energy	LOTO	EFFECTIVE		FALSE	LOW	Energy Isolation	SYNTHETIC
SYN-06986	UNSAFE_CONDITION	An excavation over 5ft deep at the workshop had no shoring or trench box installed while a welder worked inside cutting pipe.	Excavation	Engulfment	Shoring	FAILED	not performed	TRUE	HIGH	Line of Fire	SYNTHETIC
SYN-06987	UNSAFE_CONDITION	Minor paper cut while filing documents at the admin block, first aid applied.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-06988	UNSAFE_CONDITION	a subcontractor crew was observed on a platform two floors up up with no fall arrest system connected at all. Corrective action has been requested.	Work at Height	Fall Hazard	Fall Protection	FAILED	not used	TRUE	HIGH	Working at Height	SYNTHETIC
SYN-06989	UNSAFE_CONDITION	another crew member flagged overloaded shelving units leaning slightly at the south yard.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-06990	UNSAFE_CONDITION	a contractor was found working at 12ft elevation without a harness clipped to any anchor point, toward the end of the shift.	Work at Height	Fall Hazard	Fall Protection	FAILED	not used	TRUE	HIGH	Working at Height	SYNTHETIC
SYN-06991	UNSAFE_CONDITION	Warehouse shelving at the boiler room observed leaning and overloaded above the recommended weight limit.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-06992	UNSAFE_CONDITION	the crew lead climbed into the tank at the warehouse mezzanine to check for residue without any pre-entry gas test, relying only on visual judgment. Corrective action has been requested.	Confined Space Work	Toxic Atmosphere	Gas Testing	FAILED	not performed	TRUE	HIGH	Confined Space	SYNTHETIC
SYN-06993	UNSAFE_CONDITION	Permit for tank entry at the substation was signed but no continuous atmospheric monitoring was actually running once a welder was inside.	Confined Space Work	Toxic Atmosphere	Gas Testing	FAILED	not verified	TRUE	MEDIUM	Confined Space	SYNTHETIC
SYN-06994	UNSAFE_CONDITION	a welder applied a personal lock at the loading dock but never verified zero energy state before starting work on the gearbox.	Maintenance	Stored Energy	LOTO	FAILED	not verified	TRUE	MEDIUM	Energy Isolation	SYNTHETIC
SYN-06995	UNSAFE_CONDITION	a shift worker racked in a breaker at the pipe rack believing downstream equipment was isolated; no LOTO tags or locks had been applied by the previous crew.	Electrical Work	Electrical Energy	Energy Isolation	FAILED	not verified	TRUE	HIGH	Energy Isolation	SYNTHETIC
SYN-06996	UNSAFE_CONDITION	Rigging inspection was skipped before lifting a 2-ton load near the parking structure; a worn shackle pin was later discovered.	Lifting	Suspended Load	Safe Mechanical Lifting	FAILED	not performed	TRUE	HIGH	Safe Mechanical Lifting	SYNTHETIC
SYN-06997	UNSAFE_CONDITION	an electrician was observed on a platform 3m up with no fall arrest system connected at all, during the weekend turnaround. This has been flagged to the site HSE team.	Work at Height	Fall Hazard	Fall Protection	FAILED	not used	TRUE	HIGH	Working at Height	SYNTHETIC
SYN-06998	UNSAFE_CONDITION	a maintenance mechanic was found working at 6m elevation without a harness clipped to any anchor point, during day shift.	Work at Height	Fall Hazard	Fall Protection	FAILED	not used	TRUE	HIGH	Working at Height	SYNTHETIC
SYN-06999	NEAR_MISS	Confined space entry at Unit 3 followed the complete permit process; attendant outside noticed a maintenance mechanic feeling lightheaded and initiated evacuation per the rescue plan.	Confined Space Work	Toxic Atmosphere	Gas Testing	EFFECTIVE		FALSE	LOW	Confined Space	SYNTHETIC
SYN-07000	UNSAFE_CONDITION	Loose handrail on the stairwell at Dock 4, reported by a supervisor who felt it wobble.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-07001	UNSAFE_CONDITION	An excavation over 5ft deep at the admin block had no shoring or trench box installed while a contractor worked inside cutting pipe. Corrective action has been requested.	Excavation	Engulfment	Shoring	FAILED	not performed	TRUE	HIGH	Line of Fire	SYNTHETIC
SYN-07002	UNSAFE_CONDITION	a hose left stretched across the walkway at the compressor shed caused a subcontractor crew to stumble slightly.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-07003	UNSAFE_CONDITION	A liquid spill near the break area at the workshop sat unaddressed for a while before an auditor doing a walkthrough noted it. This has been flagged to the site HSE team.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-07004	UNSAFE_CONDITION	Poor ventilation near the substation while a generator idled led a supervisor to report feeling lightheaded briefly. Work was stopped immediately.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-07005	NEAR_MISS	a supervisor confirmed all locks and tags were in place on the breaker per the isolation list before racking equipment back in at the parking structure. This has been flagged to the site HSE team.	Maintenance	Stored Energy	LOTO	EFFECTIVE		FALSE	LOW	Energy Isolation	SYNTHETIC
SYN-07006	UNSAFE_CONDITION	A cracked and raised floor tile at the water treatment area was noted as a hazard by a passing supervisor. Supervisor was notified on the spot.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-07007	UNSAFE_CONDITION	Water fountain leaking near the warehouse mezzanine, creating a small puddle on the tile floor. Supervisor was notified on the spot.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-07008	UNSAFE_CONDITION	Rusty guardrail bolt found loose on the walkway railing at the boiler room during routine inspection.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-07009	NEAR_MISS	The conveyor at the workshop was stopped, locked out, and verified de-energized before the crew lead accessed it to clear a jam.	Maintenance	Moving Machinery	Energy Isolation	EFFECTIVE		FALSE	LOW	Energy Isolation	SYNTHETIC
SYN-07010	UNSAFE_CONDITION	a rigger worked on a panel believed de-energized at the water treatment area without testing with a meter first and received a minor shock touching the bus bar.	Electrical Work	Electrical Energy	Energy Isolation	FAILED	not verified	TRUE	HIGH	Energy Isolation	SYNTHETIC
SYN-07011	UNSAFE_CONDITION	the crew lead walked underneath a 1.5-ton load being repositioned at the water treatment area rather than staying clear of the fall zone.	Lifting	Suspended Load	Line of Fire	FAILED	bypassed	TRUE	MEDIUM	Line of Fire	SYNTHETIC
SYN-07012	NEAR_MISS	a technician performed lockout, tested for zero energy with a meter, then verified against a known live source before working on the panel at the workshop.	Electrical Work	Electrical Energy	Energy Isolation	EFFECTIVE		FALSE	LOW	Energy Isolation	SYNTHETIC
SYN-07013	NEAR_MISS	Spotter positioned with clear visibility guided the vehicle reversing near the plant entrance; stopped it when a worker walked into the path.	Driving	Moving Machinery	Line of Fire	EFFECTIVE		FALSE	LOW	Line of Fire	SYNTHETIC
SYN-07014	UNSAFE_CONDITION	a contractor was observed on a platform 4m up with no fall arrest system connected at all. Area has since been addressed.	Work at Height	Fall Hazard	Fall Protection	FAILED	not used	TRUE	HIGH	Working at Height	SYNTHETIC
SYN-07015	UNSAFE_CONDITION	a shift worker climbed into the tank at the parking structure to check for residue without any pre-entry gas test, relying only on visual judgment.	Confined Space Work	Toxic Atmosphere	Gas Testing	FAILED	not performed	TRUE	HIGH	Confined Space	SYNTHETIC
SYN-07016	UNSAFE_CONDITION	a passing supervisor reported an overflowing waste bin near the field office during a housekeeping audit.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-07017	UNSAFE_CONDITION	Site trailer step at the water treatment area is rusted through and wobbles when stepped on, several employees use it daily. Work was stopped immediately.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-07018	UNSAFE_CONDITION	the safety officer noticed a leaking fixture near the south yard pooling water on the floor.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-07019	UNSAFE_CONDITION	a rigger was using a fall arrest lanyard with a visibly worn stitch pattern while working at 6m near the utility yard. No injury occurred.	Work at Height	Fall Hazard	Fall Protection	FAILED	expired	TRUE	MEDIUM	Working at Height	SYNTHETIC
SYN-07020	UNSAFE_CONDITION	Cracked windshield on the site pickup truck reduces visibility, reported by a subcontractor crew during pre-trip inspection at the site.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-07021	UNSAFE_CONDITION	Cracked windshield on the site pickup truck reduces visibility, reported by two workers during pre-trip inspection at the parking structure.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-07022	UNSAFE_CONDITION	Overflowing trash bin near the plant entrance attracting pests, flagged during a cleanliness walk-through.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-07023	NEAR_MISS	an operator remained fully connected to the anchor point throughout the task at 15ft; system functioned as intended during a gust of wind.	Work at Height	Fall Hazard	Fall Protection	EFFECTIVE		FALSE	LOW	Working at Height	SYNTHETIC
SYN-07024	UNSAFE_CONDITION	a subcontractor crew began hot work on a fuel line at the plant entrance without a fire watch posted or gas testing near storage tanks. Supervisor was notified on the spot.	Hot Work	Fire	Fire Watch	FAILED	not performed	TRUE	HIGH	Hot Work	SYNTHETIC
SYN-07025	UNSAFE_CONDITION	Dim lighting reported in the stairwell at the south yard, making the steps hard to see at night. Corrective action has been requested.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-07026	NEAR_MISS	Trench at the water treatment area was properly shored with a box and sloped walls per competent-person inspection; minor sidewall crumbling was contained. Supervisor was notified on the spot.	Excavation	Engulfment	Shoring	EFFECTIVE		FALSE	LOW	Line of Fire	SYNTHETIC
SYN-07027	UNSAFE_CONDITION	a technician entered a vessel at the loading dock to retrieve a tool without requesting gas testing or a permit, right before break.	Confined Space Work	Toxic Atmosphere	Gas Testing	FAILED	not performed	TRUE	HIGH	Confined Space	SYNTHETIC
SYN-07028	UNSAFE_CONDITION	the crew lead was found working at 6m elevation without a harness clipped to any anchor point. Corrective action has been requested.	Work at Height	Fall Hazard	Fall Protection	FAILED	not used	TRUE	HIGH	Working at Height	SYNTHETIC
SYN-07029	UNSAFE_CONDITION	Minor cut sustained by a maintenance mechanic while clearing a paper jam at the boiler room, treated with basic first aid.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-07030	UNSAFE_CONDITION	Permit for tank entry at the pipe rack was signed but no continuous atmospheric monitoring was actually running once a contractor was inside. Supervisor was notified on the spot.	Confined Space Work	Toxic Atmosphere	Gas Testing	FAILED	not verified	TRUE	MEDIUM	Confined Space	SYNTHETIC
SYN-07031	NEAR_MISS	a new hire performed lockout, tested for zero energy with a meter, then verified against a known live source before working on the panel at Building 12.	Electrical Work	Electrical Energy	Energy Isolation	EFFECTIVE		FALSE	LOW	Energy Isolation	SYNTHETIC
SYN-07032	UNSAFE_CONDITION	Oil residue on the walking surface near Line 2 caused an electrician to slip slightly, no injury resulted.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-07033	UNSAFE_CONDITION	a supervisor began hot work on a fuel line at the maintenance bay without a fire watch posted or gas testing near storage tanks.	Hot Work	Fire	Fire Watch	FAILED	not performed	TRUE	HIGH	Hot Work	SYNTHETIC
SYN-07034	UNSAFE_CONDITION	a visiting inspector flagged overloaded shelving units leaning slightly at the loading dock. Supervisor was notified on the spot.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-07035	NEAR_MISS	Fire watch was posted with an extinguisher ready during grinding near flammables at the south yard; a small spark was extinguished within seconds.	Hot Work	Fire	Fire Watch	EFFECTIVE		FALSE	LOW	Hot Work	SYNTHETIC
SYN-07036	UNSAFE_CONDITION	A cracked and raised floor tile at Building 7 was noted as a hazard by a technician.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-07037	UNSAFE_CONDITION	the crew lead climbed into the tank at Unit 3 to check for residue without any pre-entry gas test, relying only on visual judgment.	Confined Space Work	Toxic Atmosphere	Gas Testing	FAILED	not performed	TRUE	HIGH	Confined Space	SYNTHETIC
SYN-07038	UNSAFE_CONDITION	a supervisor noted poor lighting on the stairs at the workshop, especially during the overnight shift.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-07039	UNSAFE_CONDITION	an operator walked underneath a 1.5-ton load being repositioned at the water treatment area rather than staying clear of the fall zone.	Lifting	Suspended Load	Line of Fire	FAILED	bypassed	TRUE	MEDIUM	Line of Fire	SYNTHETIC
SYN-07040	NEAR_MISS	an operator was seen using a phone while operating a forklift near the loading dock, nearly striking a pedestrian at a blind corner.	Driving	Line of Fire	Line of Fire	FAILED	bypassed	TRUE	MEDIUM	Line of Fire	SYNTHETIC
SYN-07041	UNSAFE_CONDITION	a rigger reported lower back strain after repeatedly lifting bags at the workshop without using the provided lift-assist device.	Operations	Ergonomic		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-07042	UNSAFE_CONDITION	entry into the confined space at the workshop occurred with no atmospheric monitoring in place; another crew member noticed two workers climbing out gasping for air.	Confined Space Work	Toxic Atmosphere	Gas Testing	FAILED	not performed	TRUE	HIGH	Confined Space	SYNTHETIC
SYN-07043	UNSAFE_CONDITION	An excavation over 5ft deep at the loading dock had no shoring or trench box installed while a new hire worked inside cutting pipe.	Excavation	Engulfment	Shoring	FAILED	not performed	TRUE	HIGH	Line of Fire	SYNTHETIC
SYN-07044	UNSAFE_CONDITION	an auditor doing a walkthrough reported an overflowing waste bin near the workshop during a housekeeping audit.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-07045	UNSAFE_CONDITION	A loose bolt on the guardrail at the loading dock was identified by a supervisor during a scheduled check.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-07046	UNSAFE_CONDITION	Small oil leak noticed under the generator at the east process area, no spill kit available nearby.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-07047	UNSAFE_CONDITION	an electrician walked underneath a 3,000lb load being repositioned at the warehouse mezzanine rather than staying clear of the fall zone. Supervisor was notified on the spot.	Lifting	Suspended Load	Line of Fire	FAILED	bypassed	TRUE	MEDIUM	Line of Fire	SYNTHETIC
SYN-07048	UNSAFE_CONDITION	Frayed extension cord running through a puddle near Line 2, insulation exposed in multiple spots.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-07049	UNSAFE_CONDITION	Rusty guardrail bolt found loose on the walkway railing at the compressor shed during routine inspection.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-07050	UNSAFE_CONDITION	vehicle reversed toward a group of workers near the boiler room with no spotter present; workers had to jump clear.	Driving	Line of Fire	Line of Fire	FAILED	bypassed	TRUE	MEDIUM	Line of Fire	SYNTHETIC
SYN-07051	UNSAFE_CONDITION	Boxes and loose packaging blocking the walkway at the substation were reported as a trip hazard by a subcontractor crew.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-07052	UNSAFE_CONDITION	Inspection tag on the harness used by an electrician at the site had expired three months ago and was still in service at 10m. Supervisor was notified on the spot.	Work at Height	Fall Hazard	Fall Protection	FAILED	expired	TRUE	MEDIUM	Working at Height	SYNTHETIC
SYN-07053	UNSAFE_CONDITION	Pump breaker at the loading dock was locked out but the tag was missing name and date; a second mechanic nearly re-energized it thinking the job was done. This has been flagged to the site HSE team.	Maintenance	Stored Energy	LOTO	FAILED	not verified	TRUE	MEDIUM	Energy Isolation	SYNTHETIC
SYN-07054	UNSAFE_CONDITION	Vehicle reversed toward a group of workers near the plant entrance with no spotter present; workers had to jump clear.	Driving	Line of Fire	Line of Fire	FAILED	bypassed	TRUE	MEDIUM	Line of Fire	SYNTHETIC
SYN-07055	NEAR_MISS	gas testing and continuous monitoring were completed before entry into the reactor at Dock 4; alarm triggered on rising CO levels and the crew evacuated per procedure. Area has since been addressed.	Confined Space Work	Toxic Atmosphere	Gas Testing	EFFECTIVE		FALSE	LOW	Confined Space	SYNTHETIC
SYN-07056	UNSAFE_CONDITION	a new hire racked in a breaker at the parking structure believing downstream equipment was isolated; no LOTO tags or locks had been applied by the previous crew.	Electrical Work	Electrical Energy	Energy Isolation	FAILED	not verified	TRUE	HIGH	Energy Isolation	SYNTHETIC
SYN-07057	UNSAFE_CONDITION	an operator sustained a small paper cut while organizing files at Dock 4; first aid kit used.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-07058	UNSAFE_CONDITION	An excavation over 5ft deep at the plant entrance had no shoring or trench box installed while a contractor worked inside cutting pipe. This has been flagged to the site HSE team.	Excavation	Engulfment	Shoring	FAILED	not performed	TRUE	HIGH	Line of Fire	SYNTHETIC
SYN-07059	UNSAFE_CONDITION	Icy patch near the entrance at the substation was not salted in time, an electrician nearly lost footing.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-07060	UNSAFE_CONDITION	Overflowing trash bin near the north tank farm attracting pests, flagged during a cleanliness walk-through.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-07061	UNSAFE_CONDITION	a supervisor was observed on a platform 15ft up with no fall arrest system connected at all. Corrective action has been requested.	Work at Height	Fall Hazard	Fall Protection	FAILED	not used	TRUE	HIGH	Working at Height	SYNTHETIC
SYN-07062	UNSAFE_CONDITION	a contractor used a sling rated below the load weight to lift a 1.5-ton beam at the warehouse mezzanine; the sling began fraying mid-lift. Supervisor was notified on the spot.	Lifting	Suspended Load	Safe Mechanical Lifting	FAILED	not performed	TRUE	HIGH	Safe Mechanical Lifting	SYNTHETIC
SYN-07063	UNSAFE_CONDITION	Two riggers positioned themselves directly under a 500kg suspended load at the parking structure to adjust the sling angle instead of using tag lines.	Lifting	Suspended Load	Line of Fire	FAILED	bypassed	TRUE	MEDIUM	Line of Fire	SYNTHETIC
SYN-07064	UNSAFE_CONDITION	minor chemical drip from an unmarked container was noted at the site during a routine walk-around.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-07065	UNSAFE_CONDITION	a subcontractor crew bypassed the machine guard interlock at Building 12 to clear a jam while the conveyor was still running. Work was stopped immediately.	Maintenance	Moving Machinery	Energy Isolation	FAILED	bypassed	TRUE	HIGH	Energy Isolation	SYNTHETIC
SYN-07066	UNSAFE_CONDITION	a shift worker's office chair at the loading dock had a broken wheel causing minor discomfort when sitting.	Operations	Ergonomic		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-07067	NEAR_MISS	The conveyor at the site was stopped, locked out, and verified de-energized before a shift worker accessed it to clear a jam.	Maintenance	Moving Machinery	Energy Isolation	EFFECTIVE		FALSE	LOW	Energy Isolation	SYNTHETIC
SYN-07068	UNSAFE_CONDITION	a supervisor racked in a breaker at the south yard believing downstream equipment was isolated; no LOTO tags or locks had been applied by the previous crew.	Electrical Work	Electrical Energy	Energy Isolation	FAILED	not verified	TRUE	HIGH	Energy Isolation	SYNTHETIC
SYN-07069	NEAR_MISS	a shift worker remained fully connected to the anchor point throughout the task at 15ft; system functioned as intended during a gust of wind. No injury occurred.	Work at Height	Fall Hazard	Fall Protection	EFFECTIVE		FALSE	LOW	Working at Height	SYNTHETIC
SYN-07070	UNSAFE_CONDITION	Forklift forks left raised at head height in the aisle near Line 2 overnight; someone nearly walked into them in the dark. Work was stopped immediately.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-07071	UNSAFE_CONDITION	an electrician began hot work on a fuel line at the north tank farm without a fire watch posted or gas testing near storage tanks.	Hot Work	Fire	Fire Watch	FAILED	not performed	TRUE	HIGH	Hot Work	SYNTHETIC
SYN-07072	UNSAFE_CONDITION	a visiting inspector reported an overflowing waste bin near the warehouse mezzanine during a housekeeping audit.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-07073	UNSAFE_CONDITION	Operator used a magnet to bypass the press brake interlock at the field office, cycling parts faster with hands near the point of operation.	Maintenance	Moving Machinery	Energy Isolation	FAILED	bypassed	TRUE	HIGH	Energy Isolation	SYNTHETIC
SYN-07074	UNSAFE_CONDITION	an operator walked underneath a 3,000lb load being repositioned at Building 7 rather than staying clear of the fall zone.	Lifting	Suspended Load	Line of Fire	FAILED	bypassed	TRUE	MEDIUM	Line of Fire	SYNTHETIC
SYN-07075	UNSAFE_CONDITION	Frayed extension cord running through a puddle near Building 12, insulation exposed in multiple spots. Supervisor was notified on the spot.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-07076	NEAR_MISS	the crew lead confirmed all locks and tags were in place on the breaker per the isolation list before racking equipment back in at the pipe rack.	Maintenance	Stored Energy	LOTO	EFFECTIVE		FALSE	LOW	Energy Isolation	SYNTHETIC
SYN-07077	UNSAFE_CONDITION	an operator bypassed the machine guard interlock at the maintenance bay to clear a jam while the conveyor was still running. Area has since been addressed.	Maintenance	Moving Machinery	Energy Isolation	FAILED	bypassed	TRUE	HIGH	Energy Isolation	SYNTHETIC
SYN-07078	UNSAFE_CONDITION	a technician found a damaged extension cord lying in standing water near the pipe rack.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-07079	NEAR_MISS	Press brake light curtain at Building 7 stopped the ram immediately when a supervisor's hand crossed into the sensing field. Area has since been addressed.	Maintenance	Moving Machinery	Energy Isolation	EFFECTIVE		FALSE	LOW	Energy Isolation	SYNTHETIC
SYN-07080	UNSAFE_CONDITION	Operator used a magnet to bypass the press brake interlock at Building 12, cycling parts faster with hands near the point of operation.	Maintenance	Moving Machinery	Energy Isolation	FAILED	bypassed	TRUE	HIGH	Energy Isolation	SYNTHETIC
