id,report_type,report_text,activity,hazard,barrier,barrier_status,barrier_failure,sif_potential,sif_level,life_saving_rule,source_type
SYN-0288,NEAR_MISS,Energy isolation was verified and documented before scheduled maintenance. Prototype record 288.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0289,UNSAFE_CONDITION,Technician started maintenance on the pump before energy isolation was verified. Prototype record 289.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0290,NEAR_MISS,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 290.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0291,NEAR_MISS,Worker stood below a suspended load during crane lifting without barricading. Prototype record 291.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0292,UNSAFE_CONDITION,The designated walkway was cleaned after routine material handling. Prototype record 292.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0293,NEAR_MISS,Operator bypassed the rotating equipment interlock during operations. Prototype record 293.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0294,NEAR_MISS,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 294.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0295,UNSAFE_CONDITION,Worker used ladder at height without fall protection. Prototype record 295.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0296,NEAR_MISS,Energy isolation was verified and documented before scheduled maintenance. Prototype record 296.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0297,NEAR_MISS,Technician started maintenance on the pump before energy isolation was verified. Prototype record 297.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0298,UNSAFE_CONDITION,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 298.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0299,NEAR_MISS,Worker stood below a suspended load during crane lifting without barricading. Prototype record 299.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0300,NEAR_MISS,The designated walkway was cleaned after routine material handling. Prototype record 300.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0301,UNSAFE_CONDITION,Operator bypassed the rotating equipment interlock during operations. Prototype record 301.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0302,NEAR_MISS,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 302.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0303,NEAR_MISS,Worker used ladder at height without fall protection. Prototype record 303.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0304,UNSAFE_CONDITION,Energy isolation was verified and documented before scheduled maintenance. Prototype record 304.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0305,NEAR_MISS,Technician started maintenance on the pump before energy isolation was verified. Prototype record 305.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0306,NEAR_MISS,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 306.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0307,UNSAFE_CONDITION,Worker stood below a suspended load during crane lifting without barricading. Prototype record 307.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0308,NEAR_MISS,The designated walkway was cleaned after routine material handling. Prototype record 308.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0309,NEAR_MISS,Operator bypassed the rotating equipment interlock during operations. Prototype record 309.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0310,UNSAFE_CONDITION,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 310.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0311,NEAR_MISS,Worker used ladder at height without fall protection. Prototype record 311.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0312,NEAR_MISS,Energy isolation was verified and documented before scheduled maintenance. Prototype record 312.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0313,UNSAFE_CONDITION,Technician started maintenance on the pump before energy isolation was verified. Prototype record 313.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0314,NEAR_MISS,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 314.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0315,NEAR_MISS,Worker stood below a suspended load during crane lifting without barricading. Prototype record 315.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0316,UNSAFE_CONDITION,The designated walkway was cleaned after routine material handling. Prototype record 316.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0317,NEAR_MISS,Operator bypassed the rotating equipment interlock during operations. Prototype record 317.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0318,NEAR_MISS,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 318.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0319,UNSAFE_CONDITION,Worker used ladder at height without fall protection. Prototype record 319.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0320,NEAR_MISS,Energy isolation was verified and documented before scheduled maintenance. Prototype record 320.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0321,NEAR_MISS,Technician started maintenance on the pump before energy isolation was verified. Prototype record 321.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0322,UNSAFE_CONDITION,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 322.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0323,NEAR_MISS,Worker stood below a suspended load during crane lifting without barricading. Prototype record 323.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0324,NEAR_MISS,The designated walkway was cleaned after routine material handling. Prototype record 324.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0325,UNSAFE_CONDITION,Operator bypassed the rotating equipment interlock during operations. Prototype record 325.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0326,NEAR_MISS,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 326.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0327,NEAR_MISS,Worker used ladder at height without fall protection. Prototype record 327.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0328,UNSAFE_CONDITION,Energy isolation was verified and documented before scheduled maintenance. Prototype record 328.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0329,NEAR_MISS,Technician started maintenance on the pump before energy isolation was verified. Prototype record 329.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0330,NEAR_MISS,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 330.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0331,UNSAFE_CONDITION,Worker stood below a suspended load during crane lifting without barricading. Prototype record 331.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0332,NEAR_MISS,The designated walkway was cleaned after routine material handling. Prototype record 332.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0333,NEAR_MISS,Operator bypassed the rotating equipment interlock during operations. Prototype record 333.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0334,UNSAFE_CONDITION,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 334.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0335,NEAR_MISS,Worker used ladder at height without fall protection. Prototype record 335.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0336,NEAR_MISS,Energy isolation was verified and documented before scheduled maintenance. Prototype record 336.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0337,UNSAFE_CONDITION,Technician started maintenance on the pump before energy isolation was verified. Prototype record 337.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0338,NEAR_MISS,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 338.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0339,NEAR_MISS,Worker stood below a suspended load during crane lifting without barricading. Prototype record 339.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0340,UNSAFE_CONDITION,The designated walkway was cleaned after routine material handling. Prototype record 340.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0341,NEAR_MISS,Operator bypassed the rotating equipment interlock during operations. Prototype record 341.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0342,NEAR_MISS,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 342.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0343,UNSAFE_CONDITION,Worker used ladder at height without fall protection. Prototype record 343.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0344,NEAR_MISS,Energy isolation was verified and documented before scheduled maintenance. Prototype record 344.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0345,NEAR_MISS,Technician started maintenance on the pump before energy isolation was verified. Prototype record 345.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0346,UNSAFE_CONDITION,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 346.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0347,NEAR_MISS,Worker stood below a suspended load during crane lifting without barricading. Prototype record 347.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0348,NEAR_MISS,The designated walkway was cleaned after routine material handling. Prototype record 348.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0349,UNSAFE_CONDITION,Operator bypassed the rotating equipment interlock during operations. Prototype record 349.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0350,NEAR_MISS,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 350.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0351,NEAR_MISS,Worker used ladder at height without fall protection. Prototype record 351.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0352,UNSAFE_CONDITION,Energy isolation was verified and documented before scheduled maintenance. Prototype record 352.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0353,NEAR_MISS,Technician started maintenance on the pump before energy isolation was verified. Prototype record 353.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0354,NEAR_MISS,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 354.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0355,UNSAFE_CONDITION,Worker stood below a suspended load during crane lifting without barricading. Prototype record 355.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0356,NEAR_MISS,The designated walkway was cleaned after routine material handling. Prototype record 356.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0357,NEAR_MISS,Operator bypassed the rotating equipment interlock during operations. Prototype record 357.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0358,UNSAFE_CONDITION,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 358.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0359,NEAR_MISS,Worker used ladder at height without fall protection. Prototype record 359.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0360,NEAR_MISS,Energy isolation was verified and documented before scheduled maintenance. Prototype record 360.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0361,UNSAFE_CONDITION,Technician started maintenance on the pump before energy isolation was verified. Prototype record 361.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0362,NEAR_MISS,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 362.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0363,NEAR_MISS,Worker stood below a suspended load during crane lifting without barricading. Prototype record 363.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0364,UNSAFE_CONDITION,The designated walkway was cleaned after routine material handling. Prototype record 364.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0365,NEAR_MISS,Operator bypassed the rotating equipment interlock during operations. Prototype record 365.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0366,NEAR_MISS,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 366.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0367,UNSAFE_CONDITION,Worker used ladder at height without fall protection. Prototype record 367.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0368,NEAR_MISS,Energy isolation was verified and documented before scheduled maintenance. Prototype record 368.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0369,NEAR_MISS,Technician started maintenance on the pump before energy isolation was verified. Prototype record 369.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0370,UNSAFE_CONDITION,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 370.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0371,NEAR_MISS,Worker stood below a suspended load during crane lifting without barricading. Prototype record 371.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0372,NEAR_MISS,The designated walkway was cleaned after routine material handling. Prototype record 372.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0373,UNSAFE_CONDITION,Operator bypassed the rotating equipment interlock during operations. Prototype record 373.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0374,NEAR_MISS,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 374.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0375,NEAR_MISS,Worker used ladder at height without fall protection. Prototype record 375.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0376,UNSAFE_CONDITION,Energy isolation was verified and documented before scheduled maintenance. Prototype record 376.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0377,NEAR_MISS,Technician started maintenance on the pump before energy isolation was verified. Prototype record 377.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0378,NEAR_MISS,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 378.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0379,UNSAFE_CONDITION,Worker stood below a suspended load during crane lifting without barricading. Prototype record 379.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0380,NEAR_MISS,The designated walkway was cleaned after routine material handling. Prototype record 380.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0381,NEAR_MISS,Operator bypassed the rotating equipment interlock during operations. Prototype record 381.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0382,UNSAFE_CONDITION,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 382.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0383,NEAR_MISS,Worker used ladder at height without fall protection. Prototype record 383.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0384,NEAR_MISS,Energy isolation was verified and documented before scheduled maintenance. Prototype record 384.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0385,UNSAFE_CONDITION,Technician started maintenance on the pump before energy isolation was verified. Prototype record 385.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0386,NEAR_MISS,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 386.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0387,NEAR_MISS,Worker stood below a suspended load during crane lifting without barricading. Prototype record 387.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0388,UNSAFE_CONDITION,The designated walkway was cleaned after routine material handling. Prototype record 388.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0389,NEAR_MISS,Operator bypassed the rotating equipment interlock during operations. Prototype record 389.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0390,NEAR_MISS,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 390.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0391,UNSAFE_CONDITION,Worker used ladder at height without fall protection. Prototype record 391.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0392,NEAR_MISS,Energy isolation was verified and documented before scheduled maintenance. Prototype record 392.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0393,NEAR_MISS,Technician started maintenance on the pump before energy isolation was verified. Prototype record 393.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0394,UNSAFE_CONDITION,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 394.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0395,NEAR_MISS,Worker stood below a suspended load during crane lifting without barricading. Prototype record 395.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0396,NEAR_MISS,The designated walkway was cleaned after routine material handling. Prototype record 396.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0397,UNSAFE_CONDITION,Operator bypassed the rotating equipment interlock during operations. Prototype record 397.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0398,NEAR_MISS,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 398.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0399,NEAR_MISS,Worker used ladder at height without fall protection. Prototype record 399.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0400,UNSAFE_CONDITION,Energy isolation was verified and documented before scheduled maintenance. Prototype record 400.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0401,NEAR_MISS,Technician started maintenance on the pump before energy isolation was verified. Prototype record 401.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0402,NEAR_MISS,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 402.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0403,UNSAFE_CONDITION,Worker stood below a suspended load during crane lifting without barricading. Prototype record 403.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0404,NEAR_MISS,The designated walkway was cleaned after routine material handling. Prototype record 404.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0405,NEAR_MISS,Operator bypassed the rotating equipment interlock during operations. Prototype record 405.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0406,UNSAFE_CONDITION,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 406.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0407,NEAR_MISS,Worker used ladder at height without fall protection. Prototype record 407.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0408,NEAR_MISS,Energy isolation was verified and documented before scheduled maintenance. Prototype record 408.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0409,UNSAFE_CONDITION,Technician started maintenance on the pump before energy isolation was verified. Prototype record 409.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0410,NEAR_MISS,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 410.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0411,NEAR_MISS,Worker stood below a suspended load during crane lifting without barricading. Prototype record 411.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0412,UNSAFE_CONDITION,The designated walkway was cleaned after routine material handling. Prototype record 412.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0413,NEAR_MISS,Operator bypassed the rotating equipment interlock during operations. Prototype record 413.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0414,NEAR_MISS,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 414.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0415,UNSAFE_CONDITION,Worker used ladder at height without fall protection. Prototype record 415.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0416,NEAR_MISS,Energy isolation was verified and documented before scheduled maintenance. Prototype record 416.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0417,NEAR_MISS,Technician started maintenance on the pump before energy isolation was verified. Prototype record 417.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0418,UNSAFE_CONDITION,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 418.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0419,NEAR_MISS,Worker stood below a suspended load during crane lifting without barricading. Prototype record 419.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0420,NEAR_MISS,The designated walkway was cleaned after routine material handling. Prototype record 420.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0421,UNSAFE_CONDITION,Operator bypassed the rotating equipment interlock during operations. Prototype record 421.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0422,NEAR_MISS,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 422.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0423,NEAR_MISS,Worker used ladder at height without fall protection. Prototype record 423.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0424,UNSAFE_CONDITION,Energy isolation was verified and documented before scheduled maintenance. Prototype record 424.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0425,NEAR_MISS,Technician started maintenance on the pump before energy isolation was verified. Prototype record 425.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0426,NEAR_MISS,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 426.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0427,UNSAFE_CONDITION,Worker stood below a suspended load during crane lifting without barricading. Prototype record 427.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0428,NEAR_MISS,The designated walkway was cleaned after routine material handling. Prototype record 428.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0429,NEAR_MISS,Operator bypassed the rotating equipment interlock during operations. Prototype record 429.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0430,UNSAFE_CONDITION,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 430.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0431,NEAR_MISS,Worker used ladder at height without fall protection. Prototype record 431.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
